,City Name,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
373,London,99,BR,1629036090,33,-4.9403,-37.9758,92.59,9.82
374,London,100,RU,1629036090,98,63.05,179.3167,49.21,5.97
375,London,0,IR,1629036091,9,37.25,55.1672,98.26,11.65
376,London,75,KZ,1629036092,55,43.4278,77.0222,66.76,4.47
377,London,35,RU,1629036092,84,53.0452,158.6483,54.34,8.05
378,London,35,RU,1629036093,57,54.675,20.1347,68.05,16.26
379,London,99,IN,1629036093,60,21.2833,82.8167,87.13,4.76
380,London,37,US,1629035870,89,20.8947,-156.47,74.46,8.1
381,London,0,RS,1629036093,20,43.4133,22.1211,93.11,7.56
382,London,100,CL,1629036062,84,-36.7167,-73.1167,50.74,17.78
383,London,1,AR,1629036094,56,-27.4871,-55.1199,70.83,3.42
384,London,49,US,1629036094,75,29.9502,-91.7507,80.98,4.12
385,London,52,MG,1629036095,72,-22.8167,47.8333,66.47,8.59
386,London,28,ZM,1629035801,47,-15.4067,28.2871,68.97,12.17
387,London,88,PH,1629036095,86,10.9995,122.6711,77.0,5.26
388,London,100,TH,1629036096,99,19.3003,97.9685,75.2,1.92
389,London,100,CN,1629036096,97,27.3409,117.4831,76.73,0.58
390,London,27,AU,1629036096,89,-32.5943,149.5871,43.63,3.6
391,London,93,RU,1629036097,96,59.7,150.1667,56.89,4.61
392,London,75,US,1629036097,62,35.2784,-93.1338,77.14,0.0
393,London,0,AU,1629036098,53,-34.5833,150.8552,58.24,5.01
394,London,56,CA,1629036098,47,49.7834,-74.8492,62.19,7.23
395,London,37,CO,1629036099,78,12.5847,-81.7006,82.2,14.94
396,London,0,MA,1629035891,65,35.174,-2.9287,102.27,5.75
397,London,1,US,1629036099,82,36.3334,-94.3335,75.49,1.01
398,London,100,RU,1629036099,52,71.9667,102.5,59.52,10.36
